p1,p2
"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out.",What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.
Nope. Schhorry.,"Well, then can we meet him?"
"Listen. As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing. I mean, they're your friends, they're just looking out after you.","I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd."
"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..","I know. I just wish that once, I'd bring a guy home that they actually liked."
"Yeah, well, you didn't know Chi Chi.","Let it go, Ross."
Yeah! We promise! We'll be good!,Do you all promise?
,Chandler? Do you promise to be good?
,"You can come in, but your filter-tipped little buddy has to stay outside!"
"Hey, Pheebs.",
What bank is this?,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this- -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!"
Hey. It's him. Who is it?,
Chandler! He's here!,It's Alan.
"Okay, please be good, please. Just remember how much you all like me.",
"Hi. Alan, this is everybody. Everybody, this is Alan.",
"Hi, Alan.",Hi.
,I've heard schho much about all you guyschh!
"Thanks. I'll call you tomorrow. Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?",
C'mon!,
Loved him! Yeah! He's great!,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him."
Yeah!,Wait a minute! We're talking about someone that I'm going out with?
Yeah.,And did you notice...?
"Yes, yes! Like the man in the shoe!",Know what was great? The way his smile was kinda crooked.
"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'",...What shoe?
...So I think Alan will become the yardstick against which all future boyfriends will be measured.,
Really!,"What future boyfriends? Nono, I th- I think this could be, y'know, it."
"You know what I like most about him, though?","Oh, yeah. I'd marry him just for his David Hasselhoff impression alone. You know I'm gonna be doing that at parties, right?"
The way he makes me feel about myself.,What?
Hi.. how was the game?,Yeah...
WE WON!! Thank you! Yes!,Well..
Alan.,Fantastic! I have one question: How is that possible?
"I mean, it-it was like, it was like he made us into a team.","He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-..."
Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,"Yep, we sure showed those Hassidic jewellers a thing or two about softball.."
"..I dunno, a little too Alan?",What?
"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.","Well, no. That's impossible. You can never be too Alan."
"Hey, Lizzie.",I personally could have a gallon of Alan.
I brought you alphabet soup.,"Hey, Weird Girl."
"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you.",Did you pick out the vowels?
"No, but would you like a thousand dollars and a football phone?",Saltines?
I know.,"What? Oh my God, there's really money in here."
"No, I want you to have it. I don't want it.","Weird Girl, what are you doing?"
"Oh, that's fine, no.","No, no, I ha-I have to give you something."
"No. 'Cause you need that. No, it's okay, thanks.",Would you like my tin-foil hat?
"Okay, alright, you buy me a soda, and then we're even. Okay?","Please, let me do something."
Okay.,Okay.
"No, I'm fine.",Keep the change. Sure you don't wanna pretzel?
,See ya.
A thumb?!,Huh!
Eww!,
"Well, maybe it's a contest, y'know? Like, collect all five?","I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!"
Nooo!,"Does, um, anyone wanna see?"
"Oh, hey, don't do that! Cut it out!",
"Hey, this is so unfair!",It's worse than the thumb!
"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?","Oh, why is it unfair?"
...Does the knuckle-cracking bother everybody?,
"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?","Well, I-I could live without it."
"Oh, now, don't listen to him, Pheebs, I think it's endearing.",
,"Oh, ""you do, do you""?"
"""Indeed there isn't""... I should really get back to work.","You know, there's nothing wrong with speaking correctly."
"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.","Yeah, 'cause otherwise someone might get what they actually ordered."
Did you ever go out with a guy your friends all really like?,
"Okay.. Well, I'm going out with a guy my friends all really like.",No.
"Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.","Waitwait.. we talking about the coyotes here? All right, a cow got through!"
I know.. it's gonna be really hard.,"Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!"
"No, he'll be fine. It's the other five I'm worried about.","Well, he's a big boy, he'll get over it."
Don't you realise what you're-you're doing to yourself?,Do you have any respect for your body?
"Chandler? It's Alan, he wants to speak to you.","Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it."
"God, he's good.","Really? He does? Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!"
Yeah.,If only he were a woman.
"Ooh, Lambchop. How old is that sock? If I had a sock on my hand for thirty years it'd be talking too.",
Hey. Where's Joey?,Okay. I think it's time to change somebody's nicotine patch.
I think he's across the hall.,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?"
There y'go.,Thanks.
"Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?","Ooh, I'm alive with pleasure now."
"Hey, I might!",Does anyone want the rest of this Pop-Tart?
You're kidding. Oh my God.,"Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb."
What's going on?,"And on my way over here, I stepped in gum. ...What is up with the universe?!"
Even nicer when everyone gets to wear their underwear..,Nothing. I just think it's nice when we're all here together.
"Oh, God!","Uh, Joey.."
Oh! That was Lambchop!,Okay..
"Wait, wait, I'm getting a deja vu...no, I'm not.","Please, guys, we have to talk."
There it is!,"Alright, we have to talk."
,"Okay. It's-it's about Alan. There's something that you should know. I mean, there's really no easy way to say this.. uh.. I've decided to break up with Alan."
"No, nononono.. it's just.. things change. People change.",Is there somebody else?
So that's it? It's over? Just like that?,We didn't change..
"Look, I- I could go on pretending-","You know.. you let your guard down, you start to really care about someone, and I just- I-"
"-but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you!",Okay!
I'm sorry..,"Who-who wants fair? Y'know, I just want things back. Y'know, the way they were."
"I just can't believe this! I mean, with the holidays coming up- I wanted him to meet my family-","Oh, she's sorry! I feel better!"
"Oh, yeah! Right!",I'll meet somone else. There'll be other Alans.
"Hey hey, we'll be fine. We're just gonna need a little time.",Are you guys gonna be okay?
Wow.,I understand.
"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.","I'm, I'm really sorry."
"Yeah, well, I had a great time with you.. I just can't stand your friends.",Relieved?
Yeah. He could row like a viking.,Remember when we went to Central Park and rented boats?.. That was fun.
Mmm.,Hi.
"Oh, y'know..",So how'd it go?
He said he's really gonna miss you guys.,Did he mention us?
...That's it. I'm getting cigarettes.,"You had a rough day, huh.. c'mere."
"I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",No no no!
"Yeah, alright.",If you never smoke again I'll give you seven thousand dollars!
"Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",Alright. Phoebe?
"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.","Yeah, see.. you took mine. Chandler, what about you?"
"Hey Joey. Hi. Hey, buddy.","See, there's always one guy. ""If I had a wish, I'd wish for three more wishes."""
Probably kill myself!,"Hey, Joey, what would you do if you were omnipotent?"
"Hey, if Little Joey's dead, then I got no reason to live!",..Excuse me?
"You are? Ross, I'm sorry..","Joey, uh- OMnipotent."
I cannot sleep in a public place.,How does she do that?
Oh! What what what! ...Hi.,Would you look at her? She is so peaceful.
What's going on with you?,"It's okay, y'know, you just nodded off again."
Why?,I got no sleep last night!
"Well, if you want, you can stay with Rachel and me tonight.","My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!"
,Thanks.
You got waaaay too much free time.,"...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here."
"Happy birthday, pal!","Hey! Here's the birthday boy! Ross, check it out: hockey tickets, Rangers-Penguins, tonight at the Garden, and we're taking you."
"Funny, my birthday was seven months ago.","We love you, man."
