p1,p2
You comin'?,"Yeah, jus' second. Good-bye Mr. Heckles. We'll try to keep it down."
"Oh, my major was totally useless. I mean, how often do you look in the classifieds and see ""Philosopher wanted""?",Sure.
,"Mom, would you relax. That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that. Mom, c'mon, stop worrying. This is a safe street, this is a safe building, there's nothing OH MY GOOOD, oh my God, oh I gotta go, I gotta go, I gotta go. OK, that's fine, you just read the paper, I'm gonna get a pot, it's not for you. OK, that's fine, read the Family Circus, enjoy the gentle comedy. Aaahh, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, aaaaahh. It's open you guys."
Hi.,"Hi, hi can I help you?"
"Yeah, I'm looking for Phoebe, does she still live here?","Uh, no she doesn't but I can, I can get a message to her."
"Great. Uhh, just tell her her husband stopped by.",What?
"Hey, how, how did you do that?",
"This is unbelievable Phoebs, how can you be married?","Well, I mean, I'm not married married, ya know, he's just a friend and he's gay and he's just from Canada and he just needed a green card."
"I can't believe you married Duncan. I mean how could you not tell me? We lived together, we told each other everything.","I'm sorry Monica but I knew if I told you, you'd get really, like, judgemental and you would not approve."
"Of course I wouldn't approve, I mean, you were totally in love with this guy who, hello, was gay. I mean, what the hell were you thinking?","You see, and you thought she'd be judgemental."
"OK, I wasn't in love with him and I was just helping out a friend.","Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger."
Huuh.,"Well, didn't you?"
I might have.,I can't believe you didn't tell me.
"Oh, c'mon, like you tell me everything.",What have I not told you?
"Oh, I don't know. Umm, how about the fact that the underwear out there on the telephone pole is yours from when you were having sex with Fun Bobby out on the terrace.",What!
"Wait a minute, who told you? You are dead meat.",I didn't know it was a big secret.
"Oh it's not big, not at all, you know, kinda the same lines as, say, oh I don't know, having a third nipple.",You have a third nipple?
You bitch.,"Whip it out, whip it out."
"C'mon, there's nothin' to see, it's just a tiny bump, it's totally useless.","Oh as, as opposed to your other multi-functional nipples?"
I can't believe you. You told me it was a nubbin.,"Joey, what did you think a nubbin was?"
"I don't know, you see somethin', you hear a word, I thought that's what it was. Let me see it again.","Yeah, show it. Show it. The nubbin, the nubbin, the nubbin."
Joey was in a porno movie.,Huuh.
"If I'm goin' down, I'm takin' everybody with me.",You were in a porno?
"Ahh, alright, alright, alright, I was young and I just wanted a job, OK. But at the last minute I couldn't go through with it so they let me be the guy who comes in to fix the copier but can't 'cause there's people havin' sex on it.",That is wild.
So what's it shaped like?,"Yeah, is there a hair on it?"
What happens if you flick it?,
"So, uh, does it do anything, you know, special?","Why yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia."
"You know, in some cultures having a third nipple is actually a sign of virility. You get the best huts and women dance naked around you.","Huh? Are, uh, any of these cultures, per chance, in the tri-state area?"
"You know, you are so amazing, is there anything you, you don't know?","Ooh, Julie's so smart, Julie's so special."
"Look honey, I wanted you to hook up with Ross as much as you did. But he's with her now and you're just gonna have to get over it.","Ohh, I'm gonna have to get over it. God, see I didn't know that's I had to do, I just have to get over it."
Woah.,Foxy lady.
Where you goin'?,"Um, I'm gonna go meet Duncan, he's skating tonight at the Garden, he's in the Capades."
The Ice Capades?,"No, no the gravel capades. Yeah, the turns aren't as fast but when Snoopy falls. . . funny."
"I can't believe you're dressing up for him. I mean, you're just, you're setting yourself up all over again.","OK, no. For your information I'm going to see him so I can put all those feeling behind me. OK, and the reason I'm dressed like this is because I think it's nice to look nice for your gay husband."
"Oh, darnit, we're all out of milk. Hey Chandler, would you fill me up here?","Oh I see, I see, because of the third nipple thing. Ha ha ha ha. . ."
,"OK sweetie, I'll see you later."
See you later Rach.,Bye-bye Julie.
Hey.,Hey.
"Hey, c'mon, cut it out.",Hey?
What?,Can I ask you somethin'?
Sure.,Naa.
"What? C'mon, talk to me.","OK, what's the longest you've been in the relationship before ha, have, having the sex?"
"Why? Who's not having. . . Are you and Julie not, are, are you and, are you and Julie not having sex?","Technically, huh, no."
"Wow. Is it, is it 'cause she's so cold in bed. Or, or is it 'cause she's like, kinda bossy, makes it feel like school?","No, no, she's great and it's not like we haven't done anything. I mean, uh, uh, we, we do plenty of other stuff, lot's of other stuff, like uhh. . ."
"No, no no no, don't need to know the details.","It's just, it's, it's me. You, you know I've only been with one woman my whole life and she turned out to be a lesbian. So now I've got myself all psyched out, you know, and it's become, like this, this thing and I. . . Well, you just must think I'm weird."
"No, no, no, no I don't think it's weird, I think, I think umm, in fact, in fact you know what I think?",What?
I think it's sexy.,Sexy?
Let me tell you something. As a woman there is nothing sexier than a man who does not want to have sex.,No kidding?
Oh yeah. In fact you know what I'd do?,What?
I'd wait.,You'd wait?
"Yes, absolutely. I would wait and wait. . . then I'd wait some more.",Really?
"Oh yeah, I don't care how much she tells you she wants it, I don't care if begs, she pleads, she tells you she, she's gonna have sex with, with another man. That just means it's working.",Women really want this?
More than jewelry.,
Hi.,Phoebe!
Ta-da.,Hey.
Hi.,"Ahh, look at you, you look great."
"Do I? Thank you, so do you.",Thanks.
"Sparkly. So, wow, this is pretty wonerful, huh. Mr. major capades guy. I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",You always said I'd make it.
"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",I missed you. I'm gonna get changed.
OK.,"Um, now. Phoebs."
"Oh, right, OK. Ole.",What?
"Um, the matador. Ole, ha ha ha.",
"Julie, can you hold this for a second, thanks.","Uh, Julie."
Yeah?,"Sorry, you had a paleontologist on your face. But, uh, it's gone now, you're alright."
Hi everyone.,Hi.
"I just, I wanted to thank you for our uh, our little talk before.","Oh, God, no problem. So you're gonna go with the uh, waiting thing?"
"Well, I was going to, but after I talked to you, I talked to Joey.","What did, what did he say?"
"Basically he told me to get over myself and just do it, ya know. So I though about what you said and I though about what he said and, well, his way I get to have sex tonight so. . .",
What's this in my pocket? Why it's Joey's porno movie.,Pop it in.
"I'm fine with it, I mean, if you're OK watching a video filled with two nippled people.","Great, people having sex, that's just what I need to see."
What's wrong with people having sex?,"Well, well um, you know, these movies are offensive and uh, degrading to women and females. And uh, and the lighting's always unflattering. And, Monica help me out here."
"Hell, I wanna see Joey.","So is there like a story or do they just stard doing it right. . . oh, never mind."
"OK, now wait a minute. That is the craziest typing test I've ever seen.","All I say is, she better get the job."
Looks to me like he's the one getting the job.,"Shh, OK, here I come, here I come. See I'm comin' to fix the copier, I can't get to the copier, I'm thinkin' what do I do, what do I do. . . so I just watch 'em have sex. And then I say, wait, here's my line, you know that's bad fo r the paper tray."
Nice work my friend.,"Thank you. Wait wait wait wait, you see me again. Hang on, the guy's butt's blockin' me. There I am, there I am, there I am, there I am, there I am. . ."
,"So um, so what's up, you came to see me yesterday."
"Oh, yeah, um, alright, I kinda need a divorce.",Ohh. . .K. How come?
"Umm, actually, I'm getting married again.",What?
"Oh God, I don't know how to tell you this. I'm straight.",Huuh.
"Yeah, I know, I.","I, I don't, I don't understand, how can you be straight? I mean, you're, you're so smart and funny and you throw such great Academy Award parties."
"I know, that's what I kept telling myself but you just reach a point where you can't live a lie anymore.",So how long have you known?
"Well I guess on some level I always knew I was straight. I though I was supposed to be something else, you know, I'm an ice dancer, all my friends are gay, I was just tryin' to fit in.","And um, and there's actually a, a woman?"
Her name's Debra.,"Oh. Well is she, is she the first that you've been with?"
"Well, I've never told you this but, there were one or two times, back in college, when I'd get really drunk, go to a straight bar and wake up with a woman next to me. But I, I, I told myself it was the liquor and e-everyone experiments in college.",Sure.
